Date,Price,Open,High,Low,Vol.,Change %
2004-02-03,86.98,87.66,87.7,86.67,2.22K,-0.92%
2004-02-04,87.02,87.04,87.3,86.92,2.06K,0.05%
2004-02-05,87.12,87.07,87.14,86.46,1.74K,0.11%
2004-02-06,86.2,86.96,87.27,86.02,2.31K,-1.06%
2004-02-09,86.17,86.42,86.42,85.83,0.96K,-0.03%
2004-02-10,86.04,86.12,86.13,85.6,1.96K,-0.15%
2004-02-11,85.36,86.1,86.31,85.2,2.11K,-0.79%
2004-02-12,85.47,85.2,85.48,85.2,0.72K,0.13%
2004-02-13,85.68,85.35,85.84,84.85,8.19K,0.25%
2004-02-17,85.12,85.23,85.36,84.93,1.06K,-0.65%
2004-02-18,86.02,84.98,86.16,84.77,3.02K,1.06%
2004-02-19,86.04,85.79,86.4,85.79,2.05K,0.02%
2004-02-20,87.4,85.69,87.53,85.69,7.16K,1.58%
2004-02-23,87.17,87.35,87.82,86.83,4.20K,-0.26%
2004-02-24,86.23,86.96,87.22,86.08,2.13K,-1.08%
2004-02-25,87.32,86.24,87.47,86.2,1.67K,1.26%
2004-02-26,87.79,87.35,88.13,87.27,5.81K,0.54%
2004-02-27,87.42,87.74,88.06,87.28,1.44K,-0.42%
2004-03-01,87.62,87.11,87.7,87.11,1.79K,0.23%
2004-03-02,88.93,87.62,89.15,87.6,7.14K,1.50%
2004-03-03,89.14,89.05,89.95,89.02,2.01K,0.24%
2004-03-04,89.22,89.15,89.5,88.9,3.33K,0.09%
2004-03-05,88.23,89.21,89.3,87.8,3.62K,-1.11%
2004-03-08,88.04,88.23,88.4,87.9,2.58K,-0.22%
2004-03-09,88.39,87.88,88.31,87.67,3.84K,0.40%
2004-03-10,89.02,88.5,89.26,88.35,2.83K,0.71%
2004-03-11,88.49,88.98,89.32,88.51,0.41K,-0.60%
2004-03-12,89.09,88.35,89.44,88.84,1.25K,0.68%
2004-03-15,89.019,89.16,89.16,88.75,0.08K,-0.08%
2004-03-16,89.02,89.18,89.32,88.54,1.57K,0.00%
2004-03-17,89.05,89.0,89.46,88.91,1.10K,0.03%
2004-03-18,88.15,89.11,89.0,87.8,5.08K,-1.01%
2004-03-19,88.54,88.06,88.75,87.95,0.78K,0.44%
2004-03-22,88.2,88.55,88.93,87.8,1.48K,-0.38%
2004-03-23,88.22,88.12,88.58,88.01,1.58K,0.02%
2004-03-24,89.35,88.08,89.42,87.95,4.58K,1.28%
2004-03-25,89.32,89.31,89.65,88.95,1.21K,-0.03%
2004-03-26,89.28,89.28,89.57,88.78,1.64K,-0.04%
2004-03-29,88.98,89.27,89.47,88.85,2.77K,-0.34%
2004-03-30,88.78,88.86,88.87,88.5,1.20K,-0.22%
2004-03-31,87.95,88.81,88.81,87.78,8.14K,-0.93%
2004-04-01,87.53,87.9,88.15,87.3,6.54K,-0.48%
2004-04-02,88.85,87.56,89.05,87.47,5.66K,1.51%
2004-04-05,89.58,88.94,89.8,88.88,4.80K,0.82%
2004-04-06,89.08,89.58,89.71,88.92,1.68K,-0.56%
2004-04-07,88.55,88.94,89.17,88.45,1.65K,-0.59%
2004-04-08,89.29,88.71,89.4,88.56,0.79K,0.84%
2004-04-12,89.22,89.25,89.42,89.15,0.46K,-0.08%
2004-04-13,90.18,89.23,90.42,89.25,7.26K,1.08%
2004-04-14,90.56,90.2,91.02,90.2,2.24K,0.42%
2004-04-15,90.36,90.56,90.94,90.24,2.90K,-0.22%
2004-04-16,90.24,90.3,90.78,89.85,2.01K,-0.13%
2004-04-19,90.11,90.02,90.15,89.65,1.28K,-0.14%
2004-04-20,90.75,90.16,90.91,90.16,1.54K,0.71%
2004-04-21,91.42,91.24,91.53,90.82,1.90K,0.74%
2004-04-22,91.1,91.63,91.63,91.0,0.66K,-0.35%
2004-04-23,91.36,90.91,91.66,90.78,0.75K,0.29%
2004-04-26,90.85,91.49,91.76,90.84,1.22K,-0.56%
2004-04-27,90.63,90.94,91.15,90.57,1.33K,-0.24%
2004-04-28,91.43,90.65,91.55,90.62,1.62K,0.88%
2004-04-29,90.8,91.48,91.79,90.55,2.59K,-0.69%
2004-04-30,90.68,90.77,91.1,90.54,1.92K,-0.13%
2004-05-03,91.02,90.81,91.14,90.73,1.64K,0.37%
2004-05-04,90.05,90.95,91.04,89.85,4.80K,-1.07%
2004-05-05,89.5,89.97,89.97,89.42,4.06K,-0.61%
2004-05-06,90.09,89.56,90.18,89.57,1.53K,0.66%
2004-05-07,91.31,90.13,91.49,89.7,3.16K,1.35%
2004-05-10,91.75,91.39,92.07,91.34,7.42K,0.48%
2004-05-11,91.84,91.84,92.29,91.6,2.67K,0.10%
2004-05-12,91.44,91.73,91.83,91.2,2.33K,-0.44%
2004-05-13,92.15,91.41,92.45,91.45,3.01K,0.78%
2004-05-14,91.78,92.25,92.5,91.6,1.69K,-0.40%
2004-05-17,91.16,91.72,91.84,90.62,3.31K,-0.68%
2004-05-18,91.41,91.11,91.45,90.92,2.04K,0.27%
2004-05-19,90.66,91.37,91.37,90.48,1.96K,-0.82%
2004-05-20,91.15,90.72,91.42,90.72,1.07K,0.54%
2004-05-21,90.57,91.0,91.0,90.16,2.76K,-0.64%
2004-05-24,90.59,90.58,91.06,90.49,1.00K,0.02%
2004-05-25,89.89,90.67,90.78,89.77,3.95K,-0.77%
2004-05-26,89.81,89.93,90.04,89.56,1.08K,-0.09%
2004-05-27,88.71,89.83,89.98,88.63,7.89K,-1.22%
2004-05-28,88.98,88.71,89.08,88.59,1.80K,0.30%
2004-06-01,88.91,88.68,89.1,88.56,1.67K,-0.08%
2004-06-02,88.9,88.81,89.05,88.41,2.20K,-0.01%
2004-06-03,89.0,88.86,89.18,88.8,1.34K,0.11%
2004-06-04,88.59,88.98,89.5,88.5,2.62K,-0.46%
2004-06-07,88.29,88.45,88.45,88.09,5.88K,-0.34%
2004-06-08,88.56,88.17,88.64,88.06,2.40K,0.31%
2004-06-09,89.75,88.54,89.81,88.5,3.99K,1.34%
2004-06-10,89.28,89.71,89.78,89.14,0.81K,-0.52%
2004-06-11,90.0,90.0,90.0,90.0,0.01K,0.81%
2004-06-14,90.28,90.54,90.77,90.05,4.05K,0.31%
2004-06-15,89.42,90.26,90.45,89.42,2.24K,-0.95%
2004-06-16,90.42,89.43,90.56,89.43,2.17K,1.12%
2004-06-17,89.95,90.45,90.45,89.83,1.24K,-0.52%
2004-06-18,89.43,90.1,90.4,89.38,2.59K,-0.58%
2004-06-21,89.6,89.36,89.73,89.31,0.39K,0.19%
2004-06-22,89.77,89.5,89.85,89.48,0.96K,0.19%
2004-06-23,89.73,89.65,89.87,89.14,1.91K,-0.04%
2004-06-24,89.03,89.66,89.97,88.88,1.77K,-0.78%
2004-06-25,89.22,89.09,89.41,89.03,0.71K,0.21%
2004-06-28,89.01,89.05,89.31,88.75,2.34K,-0.24%
2004-06-29,89.7,89.0,89.78,89.0,3.91K,0.78%
2004-06-30,89.0,89.56,89.86,88.97,2.71K,-0.78%
2004-07-01,89.08,89.07,89.27,88.86,2.31K,0.09%
2004-07-02,88.18,89.1,89.33,88.15,12.68K,-1.01%
2004-07-06,88.35,88.38,88.6,88.18,2.05K,0.19%
2004-07-07,87.88,88.47,88.54,87.73,1.86K,-0.53%
2004-07-08,87.76,87.9,88.13,87.68,1.03K,-0.14%
2004-07-09,87.67,87.76,87.87,87.54,0.97K,-0.10%
2004-07-12,87.65,87.46,87.7,87.4,1.21K,-0.02%
2004-07-13,88.01,87.58,88.32,87.61,2.98K,0.41%
2004-07-14,87.76,88.05,88.07,87.55,2.18K,-0.28%
2004-07-15,88.2,87.83,88.26,87.83,0.80K,0.50%
2004-07-16,87.3,88.12,88.2,87.24,2.26K,-1.02%
2004-07-19,87.35,87.25,87.53,87.2,1.30K,0.06%
2004-07-20,87.96,87.3,88.1,87.3,1.76K,0.70%
2004-07-21,88.77,88.0,88.98,87.92,5.14K,0.92%
2004-07-22,88.63,88.63,88.78,88.28,1.52K,-0.16%
2004-07-23,89.46,88.51,89.52,88.47,2.16K,0.94%
2004-07-26,89.22,89.36,89.42,88.95,1.39K,-0.27%
2004-07-27,89.98,89.25,90.06,88.92,5.87K,0.85%
2004-07-28,89.94,89.88,90.31,89.78,2.22K,-0.04%
2004-07-29,90.14,89.96,90.49,89.71,3.16K,0.22%
2004-07-30,90.11,90.06,90.23,89.5,1.98K,-0.03%
2004-08-02,89.93,89.98,89.98,89.52,1.17K,-0.20%
2004-08-03,89.7,89.97,90.1,89.62,0.72K,-0.26%
2004-08-04,89.83,89.7,90.34,89.68,2.03K,0.14%
2004-08-05,89.78,89.76,89.98,89.59,0.60K,-0.06%
2004-08-06,88.46,89.88,89.89,88.37,4.56K,-1.47%
2004-08-09,88.49,88.47,88.66,88.35,0.84K,0.03%
2004-08-10,88.93,88.51,88.95,88.3,1.10K,0.50%
2004-08-11,88.98,88.86,89.11,88.78,0.78K,0.06%
2004-08-12,88.8,88.95,89.05,88.35,1.34K,-0.20%
2004-08-13,87.97,88.86,89.28,87.94,3.99K,-0.93%
2004-08-16,88.03,87.91,88.28,87.9,1.13K,0.07%
2004-08-17,88.15,88.0,88.34,87.78,2.23K,0.14%
2004-08-18,88.15,88.1,88.41,88.1,0.64K,0.00%
2004-08-19,87.82,88.14,88.14,87.76,0.87K,-0.37%
2004-08-20,88.23,87.8,88.34,87.73,1.41K,0.47%
2004-08-23,89.18,88.28,89.19,88.25,1.78K,1.08%
2004-08-24,89.55,89.16,89.66,89.01,2.59K,0.41%
2004-08-25,89.47,89.47,89.74,89.28,1.03K,-0.09%
2004-08-26,89.35,89.46,89.61,89.2,0.99K,-0.13%
2004-08-27,89.8,89.35,89.89,89.16,2.88K,0.50%
2004-08-30,89.74,89.82,89.94,89.6,1.78K,-0.07%
2004-08-31,88.96,89.69,89.67,88.77,2.55K,-0.87%
2004-09-01,88.92,89.0,89.18,88.72,0.92K,-0.04%
2004-09-02,89.02,88.86,89.12,88.84,1.05K,0.11%
2004-09-03,89.66,88.93,89.8,88.8,1.83K,0.72%
2004-09-07,89.24,89.4,89.61,89.23,6.86K,-0.47%
2004-09-08,88.8,89.33,89.77,88.78,1.92K,-0.49%
2004-09-09,88.83,88.8,89.05,88.7,0.77K,0.03%
2004-09-10,88.37,88.57,88.9,88.14,1.24K,-0.52%
2004-09-13,88.72,88.23,88.7,88.3,0.17K,0.40%
2004-09-14,88.72,88.82,88.9,88.44,0.97K,0.00%
2004-09-15,89.4,88.65,89.58,88.72,3.03K,0.77%
2004-09-16,88.99,89.42,89.48,88.96,1.30K,-0.46%
2004-09-17,89.1,88.98,89.32,88.92,0.82K,0.12%
2004-09-20,89.18,89.13,89.49,89.1,0.45K,0.09%
2004-09-21,88.31,89.12,89.2,88.15,5.03K,-0.98%
2004-09-22,88.68,88.3,88.9,88.24,2.09K,0.42%
2004-09-23,88.62,88.68,88.68,88.21,1.57K,-0.07%
2004-09-24,88.59,88.58,88.75,88.0,2.86K,-0.03%
2004-09-27,88.48,88.46,88.72,88.32,0.81K,-0.12%
2004-09-28,88.27,88.39,88.46,88.1,1.04K,-0.24%
2004-09-29,88.29,88.32,88.5,88.11,1.24K,0.02%
2004-09-30,87.51,88.2,88.32,87.49,5.40K,-0.88%
2004-10-01,87.76,87.52,87.92,87.47,2.35K,0.29%
2004-10-04,88.54,87.84,88.77,87.92,3.59K,0.89%
2004-10-05,88.29,88.52,88.64,88.28,1.20K,-0.28%
2004-10-06,88.65,88.35,88.79,88.33,1.75K,0.41%
2004-10-07,88.51,88.53,88.61,88.35,1.22K,-0.16%
2004-10-08,87.55,88.4,88.35,87.44,3.39K,-1.08%
2004-10-11,87.67,87.54,87.72,87.55,1.24K,0.14%
2004-10-12,88.15,87.68,88.32,87.73,2.08K,0.55%
2004-10-13,88.02,88.14,88.72,87.84,5.70K,-0.15%
2004-10-14,87.65,87.93,88.04,87.41,1.80K,-0.42%
2004-10-15,87.22,87.68,87.82,86.98,2.89K,-0.49%
2004-10-18,87.15,87.2,87.31,86.93,1.37K,-0.08%
2004-10-19,86.93,87.27,87.44,86.87,1.05K,-0.25%
2004-10-20,86.45,86.9,87.0,86.25,2.69K,-0.55%
2004-10-21,86.12,86.47,86.53,85.98,0.84K,-0.38%
2004-10-22,85.97,86.2,86.3,85.94,2.48K,-0.17%
2004-10-25,85.08,85.55,85.58,84.85,2.77K,-1.04%
2004-10-26,85.29,85.0,85.44,84.94,1.79K,0.25%
2004-10-27,85.55,85.21,85.62,84.9,1.85K,0.30%
2004-10-28,85.36,85.52,85.94,85.13,4.30K,-0.22%
2004-10-29,84.98,85.26,85.45,84.95,1.59K,-0.45%
2004-11-01,85.34,84.76,85.48,84.76,3.84K,0.42%
2004-11-02,85.57,85.26,85.68,85.24,1.05K,0.27%
2004-11-03,84.76,85.4,85.61,84.67,4.73K,-0.95%
2004-11-04,84.63,84.72,84.97,84.36,1.93K,-0.15%
2004-11-05,84.07,84.52,85.09,84.03,3.79K,-0.66%
2004-11-08,84.17,83.99,84.23,83.85,2.68K,0.12%
2004-11-09,84.26,84.23,84.36,84.06,1.19K,0.11%
2004-11-10,84.5,84.26,84.78,83.78,4.65K,0.28%
2004-11-11,84.44,84.51,84.6,84.34,0.84K,-0.07%
2004-11-12,83.71,84.28,84.38,83.7,3.38K,-0.86%
2004-11-15,84.05,83.77,84.15,83.68,2.93K,0.41%
2004-11-16,83.87,84.03,84.14,83.67,1.51K,-0.21%
2004-11-17,83.34,83.83,83.94,83.32,0.91K,-0.63%
2004-11-18,83.72,83.33,83.95,83.2,1.83K,0.46%
2004-11-19,83.32,83.86,83.85,83.08,1.76K,-0.48%
2004-11-22,83.23,83.35,83.35,83.13,0.67K,-0.11%
2004-11-23,82.99,83.15,83.54,82.85,2.72K,-0.29%
2004-11-24,82.46,82.93,82.98,82.38,2.34K,-0.64%
2004-11-26,81.81,81.79,82.45,81.78,2.43K,-0.79%
2004-11-29,81.96,81.99,82.2,81.79,2.49K,0.18%
2004-11-30,81.82,82.01,82.26,81.6,2.51K,-0.17%
2004-12-01,81.56,81.87,81.88,81.55,1.44K,-0.32%
2004-12-02,81.97,81.5,82.15,81.25,3.31K,0.50%
2004-12-03,80.98,82.05,82.06,80.96,3.32K,-1.21%
2004-12-06,81.32,80.94,81.32,80.94,9.89K,0.42%
2004-12-07,81.26,81.37,81.4,80.95,10.39K,-0.07%
2004-12-08,81.93,81.28,82.68,81.28,3.57K,0.82%
2004-12-09,82.06,81.78,82.52,81.78,3.82K,0.16%
2004-12-10,82.59,82.22,83.06,82.22,1.78K,0.65%
2004-12-13,82.32,82.63,82.63,82.24,0.10K,-0.33%
2004-12-14,82.44,82.31,82.68,82.15,1.82K,0.15%
2004-12-15,81.76,82.36,82.56,81.5,2.96K,-0.82%
2004-12-16,82.62,81.71,82.83,81.49,3.86K,1.05%
2004-12-17,82.23,82.58,82.7,82.11,2.11K,-0.47%
2004-12-20,81.75,82.11,82.2,81.68,0.98K,-0.58%
2004-12-21,82.06,81.8,82.12,81.69,2.12K,0.38%
2004-12-22,82.01,82.0,82.23,81.91,1.31K,-0.06%
2004-12-23,81.55,82.02,82.06,81.45,1.84K,-0.56%
2004-12-24,81.31,81.43,81.48,81.25,0.83K,-0.29%
2004-12-27,80.78,81.33,81.38,80.62,5.81K,-0.65%
2004-12-28,80.8,80.73,80.99,80.62,2.38K,0.02%
2004-12-29,81.1,80.95,81.28,80.7,2.39K,0.37%
2004-12-30,80.6,80.99,81.1,80.53,3.57K,-0.62%
2004-12-31,81.0,81.11,81.2,80.48,0.63K,0.50%
2005-01-03,81.41,81.11,81.63,81.11,4.84K,0.51%
2005-01-04,82.7,81.41,82.85,81.41,9.16K,1.58%
2005-01-05,82.65,82.65,83.01,82.4,3.80K,-0.06%
2005-01-06,83.24,82.51,83.35,82.51,4.45K,0.71%
2005-01-07,83.72,83.18,83.9,82.72,7.40K,0.58%
2005-01-10,83.36,83.63,83.63,83.21,2.06K,-0.43%
2005-01-11,83.07,83.25,83.27,82.83,1.54K,-0.35%
2005-01-12,82.18,83.1,83.3,82.05,4.57K,-1.07%
2005-01-13,82.57,82.32,82.59,82.26,0.71K,0.47%
2005-01-14,83.13,82.56,83.39,82.55,1.71K,0.68%
2005-01-18,83.46,83.6,83.73,83.2,1.00K,0.40%
2005-01-19,83.64,83.48,83.86,82.95,2.01K,0.22%
2005-01-20,83.93,83.59,84.07,83.51,2.55K,0.35%
2005-01-21,83.34,83.92,84.05,83.21,2.26K,-0.70%
2005-01-24,83.27,83.18,83.5,83.08,1.59K,-0.08%
2005-01-25,84.07,83.43,84.14,83.3,3.58K,0.96%
2005-01-26,83.37,83.97,83.98,83.11,2.13K,-0.83%
2005-01-27,83.47,83.29,83.66,83.15,1.62K,0.12%
2005-01-28,83.53,83.4,83.9,83.3,1.34K,0.07%
2005-01-31,83.64,83.68,83.86,83.43,0.72K,0.13%
2005-02-01,83.47,83.57,83.83,83.46,1.87K,-0.20%
2005-02-02,83.55,83.45,83.73,83.27,0.78K,0.10%
2005-02-03,84.03,83.6,84.2,83.6,2.61K,0.57%
2005-02-04,84.45,84.01,84.48,83.45,3.32K,0.50%
2005-02-07,85.1,84.51,85.32,84.51,4.43K,0.77%
2005-02-08,85.14,85.18,85.42,85.0,1.55K,0.05%
2005-02-09,85.07,85.15,85.35,84.9,1.76K,-0.08%
2005-02-10,84.57,84.96,85.46,84.38,5.19K,-0.59%
2005-02-11,84.61,84.58,84.76,84.41,0.98K,0.05%
2005-02-14,84.0,84.51,84.51,83.8,2.50K,-0.72%
2005-02-15,83.6,83.97,84.05,83.46,2.73K,-0.48%
2005-02-16,83.72,83.6,84.2,83.51,3.59K,0.14%
2005-02-17,83.48,83.83,83.88,83.37,2.63K,-0.29%
2005-02-18,83.52,83.48,83.79,83.44,-,0.05%
2005-02-22,82.41,82.76,82.87,82.38,10.89K,-1.33%
2005-02-23,82.67,82.45,82.98,82.43,2.77K,0.32%
2005-02-24,82.89,82.9,83.1,82.57,3.26K,0.27%
2005-02-25,82.65,82.97,83.15,82.62,1.65K,-0.29%
2005-02-28,82.51,82.5,82.57,82.28,1.53K,-0.17%
2005-03-01,82.76,82.68,82.88,82.55,1.04K,0.30%
2005-03-02,83.1,82.9,83.34,82.9,1.78K,0.41%
2005-03-03,83.31,83.04,83.4,83.0,0.80K,0.25%
2005-03-04,82.53,83.3,83.4,82.43,4.59K,-0.94%
2005-03-07,82.78,82.52,82.91,82.5,9.30K,0.30%
2005-03-08,81.97,82.67,82.71,81.83,3.61K,-0.98%
2005-03-09,81.62,81.93,82.05,81.48,2.77K,-0.43%
2005-03-10,81.55,81.72,81.78,81.41,2.44K,-0.09%
2005-03-11,81.42,81.48,81.75,81.27,1.20K,-0.16%
2005-03-14,81.84,81.27,81.9,81.46,0.08K,0.52%
2005-03-15,82.13,82.0,82.2,81.6,1.70K,0.35%
2005-03-16,81.58,82.1,82.24,81.43,2.64K,-0.67%
2005-03-17,81.81,81.55,82.03,81.55,1.65K,0.28%
2005-03-18,82.1,81.72,82.4,81.75,2.51K,0.35%
2005-03-21,82.84,82.05,83.07,82.05,4.14K,0.90%
2005-03-22,83.35,83.0,83.46,82.61,6.52K,0.62%
2005-03-23,84.01,83.4,84.1,83.34,6.91K,0.79%
2005-03-24,84.11,83.97,84.16,83.74,2.60K,0.12%
2005-03-28,84.61,84.3,84.75,84.27,2.69K,0.59%
2005-03-29,84.3,84.58,84.58,84.19,1.87K,-0.37%
2005-03-30,84.25,84.28,84.3,83.97,1.66K,-0.06%
2005-03-31,84.05,84.35,84.38,83.72,1.35K,-0.24%
2005-04-01,84.4,84.1,84.65,83.5,4.78K,0.42%
2005-04-04,84.78,84.47,84.95,84.44,4.01K,0.45%
2005-04-05,84.6,84.79,85.09,84.59,2.29K,-0.21%
2005-04-06,84.68,84.69,84.86,84.4,1.47K,0.09%
2005-04-07,84.88,84.77,84.89,84.31,2.33K,0.24%
2005-04-08,84.41,84.89,85.1,84.38,2.41K,-0.55%
2005-04-11,84.12,84.51,84.51,84.02,2.81K,-0.34%
2005-04-12,84.4,84.18,84.8,83.95,4.06K,0.33%
2005-04-13,84.4,84.47,84.75,84.16,2.10K,0.00%
2005-04-14,84.99,84.4,85.31,84.4,5.00K,0.70%
2005-04-15,84.5,85.12,85.14,84.32,2.67K,-0.58%
2005-04-18,83.97,84.45,84.71,83.81,4.99K,-0.63%
2005-04-19,83.71,84.0,84.09,83.67,1.16K,-0.31%
2005-04-20,83.48,83.63,84.06,83.38,3.93K,-0.27%
2005-04-21,83.71,83.49,83.86,83.33,1.63K,0.28%
2005-04-22,83.45,83.67,83.84,83.31,1.14K,-0.31%
2005-04-25,83.79,83.42,83.98,83.41,1.99K,0.41%
2005-04-26,83.94,83.82,84.15,83.78,2.08K,0.18%
2005-04-27,84.1,83.94,84.34,83.84,3.48K,0.19%
2005-04-28,84.36,84.2,84.43,84.07,2.52K,0.31%
2005-04-29,84.42,84.34,84.49,83.84,3.31K,0.07%
2005-05-02,84.45,84.47,84.63,84.42,1.48K,0.04%
2005-05-03,84.46,84.52,84.6,84.26,1.55K,0.01%
2005-05-04,83.95,84.32,84.37,83.86,2.19K,-0.60%
2005-05-05,83.94,83.91,84.02,83.72,2.91K,-0.01%
2005-05-06,84.62,83.86,84.69,83.9,4.14K,0.81%
2005-05-09,84.6,84.67,84.76,84.55,1.70K,-0.02%
2005-05-10,84.45,84.57,84.77,84.38,1.67K,-0.18%
2005-05-11,84.95,84.42,85.06,84.2,5.17K,0.59%
2005-05-12,85.52,84.9,85.62,84.9,11.50K,0.67%
2005-05-13,86.1,85.67,86.13,85.61,4.90K,0.68%
2005-05-16,86.12,86.24,86.38,86.05,3.86K,0.02%
2005-05-17,86.2,86.12,86.28,85.94,2.84K,0.09%
2005-05-18,85.81,86.3,86.43,85.75,4.78K,-0.45%
2005-05-19,86.1,85.88,86.3,85.81,2.93K,0.34%
2005-05-20,86.67,86.09,86.75,86.06,3.10K,0.66%
2005-05-23,86.37,86.67,86.71,86.27,3.23K,-0.35%
2005-05-24,86.39,86.42,86.5,86.11,1.67K,0.02%
2005-05-25,86.35,86.44,86.57,86.15,1.23K,-0.05%
2005-05-26,86.87,86.32,86.94,86.3,3.76K,0.60%
2005-05-27,86.41,86.89,86.9,86.4,1.53K,-0.53%
2005-05-31,87.8,86.9,87.8,86.82,5.64K,1.61%
2005-06-01,88.14,87.73,88.18,87.6,4.78K,0.39%
2005-06-02,87.74,88.34,88.34,87.7,4.08K,-0.45%
2005-06-03,88.04,87.83,88.18,87.48,10.63K,0.34%
2005-06-06,87.6,87.96,88.05,87.5,10.73K,-0.50%
2005-06-07,87.48,87.63,87.82,87.32,2.79K,-0.14%
2005-06-08,87.9,87.48,88.07,87.12,4.20K,0.48%
2005-06-09,88.05,87.85,88.3,87.79,2.47K,0.17%
2005-06-10,88.72,88.02,88.79,87.9,1.25K,0.76%
2005-06-13,89.26,88.68,89.26,88.76,0.20K,0.61%
2005-06-14,89.16,88.82,89.23,88.5,1.86K,-0.11%
2005-06-15,88.55,89.15,89.22,88.4,3.04K,-0.68%
2005-06-16,88.62,88.55,88.85,88.18,2.45K,0.08%
2005-06-17,87.56,88.57,88.64,87.54,4.98K,-1.20%
2005-06-20,88.36,88.02,88.47,87.77,2.31K,0.91%
2005-06-21,88.04,88.36,88.82,88.0,3.71K,-0.36%
2005-06-22,88.44,88.1,88.63,87.93,1.47K,0.45%
2005-06-23,89.02,88.5,89.03,88.37,2.74K,0.66%
2005-06-24,88.7,88.95,89.04,88.57,2.19K,-0.36%
2005-06-27,88.29,88.62,88.62,88.21,1.32K,-0.46%
2005-06-28,88.84,88.33,88.94,88.3,1.18K,0.62%
2005-06-29,88.97,88.91,89.35,88.73,2.51K,0.15%
2005-06-30,88.98,88.94,89.25,88.86,1.19K,0.01%
2005-07-01,90.0,89.01,90.13,88.98,6.22K,1.15%
2005-07-04,90.32,90.15,90.4,90.17,0.25K,0.36%
2005-07-05,90.33,90.52,90.6,90.16,1.68K,0.01%
2005-07-06,90.25,90.25,90.47,90.11,1.84K,-0.09%
2005-07-07,90.2,90.22,90.38,89.6,2.08K,-0.06%
2005-07-08,90.15,90.15,90.66,89.86,1.77K,-0.06%
2005-07-11,89.33,90.1,90.1,89.27,2.17K,-0.91%
2005-07-12,88.28,89.35,89.46,88.15,12.19K,-1.18%
2005-07-13,89.17,88.26,89.37,88.26,2.31K,1.01%
2005-07-14,89.27,89.22,89.37,88.99,1.34K,0.11%
2005-07-15,89.62,89.3,89.72,89.0,0.74K,0.39%
2005-07-18,89.52,89.63,89.67,89.22,0.58K,-0.11%
2005-07-19,89.74,89.51,90.28,89.5,2.11K,0.25%
2005-07-20,89.2,89.82,90.2,89.05,3.71K,-0.60%
2005-07-21,88.84,89.2,89.35,88.3,4.45K,-0.40%
2005-07-22,89.52,88.81,89.58,88.82,3.18K,0.77%
2005-07-25,89.5,89.6,89.74,89.39,1.38K,-0.02%
2005-07-26,89.92,89.45,90.16,89.5,1.03K,0.47%
2005-07-27,89.61,89.95,90.37,89.55,2.79K,-0.34%
2005-07-28,89.23,89.7,89.9,89.12,3.40K,-0.42%
2005-07-29,89.23,89.23,89.5,89.01,1.99K,0.00%
2005-08-01,88.7,89.26,89.35,88.44,5.10K,-0.59%
2005-08-02,88.64,88.76,88.79,88.28,3.62K,-0.07%
2005-08-03,87.85,88.61,88.9,87.82,6.16K,-0.89%
2005-08-04,87.7,87.9,88.15,87.5,9.52K,-0.17%
2005-08-05,87.95,87.71,88.24,87.59,2.50K,0.29%
2005-08-08,87.82,88.13,88.13,87.65,0.95K,-0.15%
2005-08-09,87.8,87.87,88.07,87.54,1.42K,-0.02%
2005-08-10,87.57,87.68,87.85,87.33,10.61K,-0.26%
2005-08-11,86.98,87.56,87.56,86.95,4.57K,-0.67%
2005-08-12,86.83,86.85,87.28,86.69,3.85K,-0.17%
2005-08-15,87.22,86.8,87.45,86.81,4.86K,0.45%
2005-08-16,87.35,87.22,87.63,87.25,2.19K,0.15%
2005-08-17,87.93,87.35,87.95,87.27,1.38K,0.66%
2005-08-18,88.54,87.87,88.65,87.82,2.43K,0.69%
2005-08-19,88.49,88.51,88.82,88.37,5.75K,-0.06%
2005-08-22,88.06,88.5,88.62,87.98,2.94K,-0.49%
2005-08-23,88.01,88.06,88.27,87.95,1.58K,-0.06%
2005-08-24,87.82,88.0,88.5,87.73,3.52K,-0.22%
2005-08-25,87.56,87.79,87.95,87.45,1.67K,-0.30%
2005-08-26,87.83,87.63,87.86,87.37,4.42K,0.31%
2005-08-29,88.18,87.71,88.25,87.41,4.33K,0.40%
2005-08-30,88.32,88.1,88.67,88.09,5.30K,0.16%
2005-08-31,87.54,88.28,88.53,87.37,4.96K,-0.88%
2005-09-01,86.48,87.51,87.63,86.38,11.59K,-1.21%
2005-09-02,86.25,86.53,86.61,86.02,3.85K,-0.27%
2005-09-05,86.15,86.13,86.22,85.97,0.77K,-0.12%
2005-09-06,86.54,86.59,86.79,86.33,4.87K,0.45%
2005-09-07,86.92,86.66,87.01,86.26,4.70K,0.44%
2005-09-08,87.0,86.92,87.15,86.68,5.16K,0.09%
2005-09-09,86.89,87.05,87.2,86.56,6.04K,-0.13%
2005-09-12,87.7,86.8,87.72,86.78,8.61K,0.93%
2005-09-13,87.76,87.68,87.88,87.53,4.21K,0.07%
2005-09-14,87.69,87.73,87.77,87.33,0.87K,-0.08%
2005-09-15,88.12,87.63,88.23,87.63,0.53K,0.49%
2005-09-16,88.04,88.0,88.28,87.74,0.56K,-0.09%
2005-09-19,88.22,88.49,88.73,88.45,0.46K,0.20%
2005-09-20,88.38,88.3,88.42,88.0,2.60K,0.18%
2005-09-21,87.89,88.44,88.51,87.65,4.34K,-0.55%
