Date,Price
2022-02-07,"4,483.90"
2022-02-08,"4,521.50"
2022-02-09,"4,587.20"
2022-02-10,"4,504.10"
2022-02-11,"4,418.60"
2022-02-14,"4,401.70"
2022-02-15,"4,471.10"
2022-02-16,"4,475.00"
2022-02-17,"4,380.30"
2022-02-18,"4,348.90"
2022-02-21,
2022-02-22,"4,304.80"
2022-02-23,"4,225.50"
2022-02-24,"4,288.70"
2022-02-25,"4,384.60"
2022-02-28,"4,373.90"
2022-03-01,"4,306.30"
2022-03-02,"4,386.50"
2022-03-03,"4,363.50"
2022-03-04,"4,328.90"
2022-03-07,"4,201.10"
2022-03-08,"4,170.70"
2022-03-09,"4,277.90"
2022-03-10,"4,259.50"
2022-03-11,"4,204.30"
2022-03-14,"4,173.10"
2022-03-15,"4,262.40"
2022-03-16,"4,357.90"
2022-03-17,"4,411.70"
2022-03-18,"4,463.10"
2022-03-21,"4,461.20"
2022-03-22,"4,511.60"
2022-03-23,"4,456.20"
2022-03-24,"4,520.20"
2022-03-25,"4,543.10"
2022-03-28,"4,575.50"
2022-03-29,"4,631.60"
2022-03-30,"4,602.40"
2022-03-31,"4,530.40"
2022-04-01,"4,545.90"
2022-04-04,"4,582.60"
2022-04-05,"4,525.10"
2022-04-06,"4,481.10"
2022-04-07,"4,500.20"
2022-04-08,"4,488.30"
2022-04-11,"4,412.50"
2022-04-12,"4,397.40"
2022-04-13,"4,446.60"
2022-04-14,"4,392.60"
2022-04-18,"4,391.70"
2022-04-19,"4,462.20"
2022-04-20,"4,459.40"
2022-04-21,"4,393.70"
2022-04-22,"4,271.80"
2022-04-25,"4,296.10"
2022-04-26,"4,175.20"
2022-04-27,"4,184.00"
2022-04-28,"4,287.50"
2022-04-29,"4,131.90"
2022-05-02,"4,155.40"
2022-05-03,"4,175.50"
2022-05-04,"4,300.20"
2022-05-05,"4,146.90"
2022-05-06,"4,123.30"
2022-05-09,"3,991.20"
2022-05-10,"4,001.10"
2022-05-11,"3,935.20"
2022-05-12,"3,930.10"
2022-05-13,"4,023.90"
2022-05-16,"4,008.00"
2022-05-17,"4,088.80"
2022-05-18,"3,923.70"
2022-05-19,"3,900.80"
2022-05-20,"3,901.40"
2022-05-23,"3,973.80"
2022-05-24,"3,941.50"
2022-05-25,"3,978.70"
2022-05-26,"4,057.80"
2022-05-27,"4,158.20"
2022-05-30,
2022-05-31,"4,132.10"
2022-06-01,"4,101.20"
2022-06-02,"4,176.80"
2022-06-03,"4,108.50"
2022-06-06,"4,121.40"
2022-06-07,"4,160.70"
2022-06-08,"4,115.80"
2022-06-09,"4,017.80"
2022-06-10,"3,900.90"
2022-06-13,"3,749.60"
2022-06-14,"3,735.50"
2022-06-15,"3,790.00"
2022-06-16,"3,666.80"
2022-06-17,"3,674.80"
2022-06-20,
2022-06-21,"3,764.80"
2022-06-22,"3,759.90"
2022-06-23,"3,795.70"
2022-06-24,"3,911.70"
2022-06-27,"3,900.10"
2022-06-28,"3,821.60"
2022-06-29,"3,818.80"
2022-06-30,"3,785.40"
2022-07-01,"3,825.30"
2022-07-04,
2022-07-05,"3,831.40"
2022-07-06,"3,845.10"
2022-07-07,"3,902.60"
2022-07-08,"3,899.40"
2022-07-11,"3,854.40"
2022-07-12,"3,818.80"
2022-07-13,"3,801.80"
2022-07-14,"3,790.40"
2022-07-15,"3,863.20"
2022-07-18,"3,830.80"
2022-07-19,"3,936.70"
2022-07-20,"3,959.90"
2022-07-21,"3,998.90"
2022-07-22,"3,961.60"
2022-07-25,"3,966.80"
2022-07-26,"3,921.10"
2022-07-27,"4,023.60"
2022-07-28,"4,072.40"
2022-07-29,"4,130.30"
2022-08-01,"4,118.60"
2022-08-02,"4,091.20"
2022-08-03,"4,155.20"
2022-08-04,"4,151.90"
2022-08-05,"4,145.20"
2022-08-08,"4,140.10"
2022-08-09,"4,122.50"
2022-08-10,"4,210.20"
2022-08-11,"4,207.30"
2022-08-12,"4,280.10"
2022-08-15,"4,297.10"
2022-08-16,"4,305.20"
2022-08-17,"4,274.00"
2022-08-18,"4,283.70"
2022-08-19,"4,228.50"
2022-08-22,"4,138.00"
2022-08-23,"4,128.70"
2022-08-24,"4,140.80"
2022-08-25,"4,199.10"
2022-08-26,"4,057.70"
2022-08-29,"4,030.60"
2022-08-30,"3,986.20"
2022-08-31,"3,955.00"
2022-09-01,"3,966.80"
2022-09-02,"3,924.30"
2022-09-04,
2022-09-05,
2022-09-06,"3,908.20"
2022-09-07,"3,979.90"
2022-09-08,"4,006.20"
2022-09-09,"4,067.40"
2022-09-12,"4,110.40"
2022-09-13,"3,932.70"
2022-09-14,"3,946.00"
2022-09-15,"3,901.30"
2022-09-16,"3,873.30"
2022-09-19,"3,899.90"
2022-09-20,"3,855.90"
2022-09-21,"3,789.90"
2022-09-22,"3,758.00"
2022-09-23,"3,693.20"
2022-09-26,"3,655.00"
2022-09-27,"3,647.30"
2022-09-28,"3,719.00"
2022-09-29,"3,640.50"
2022-09-30,"3,585.60"
2022-10-03,"3,678.40"
2022-10-04,"3,790.90"
2022-10-05,"3,783.30"
2022-10-06,"3,744.50"
2022-10-07,"3,639.70"
2022-10-10,"3,612.40"
2022-10-11,"3,588.80"
2022-10-12,"3,577.00"
2022-10-13,"3,669.90"
2022-10-14,"3,583.10"
2022-10-17,"3,677.90"
2022-10-18,"3,720.00"
2022-10-19,"3,695.20"
2022-10-20,"3,665.80"
2022-10-21,"3,752.80"
2022-10-24,"3,797.30"
2022-10-25,"3,859.10"
2022-10-26,"3,830.60"
2022-10-27,"3,807.30"
2022-10-28,"3,901.10"
2022-10-31,"3,872.00"
2022-11-01,"3,856.10"
2022-11-02,"3,759.70"
2022-11-03,"3,719.90"
2022-11-04,"3,770.60"
2022-11-07,"3,806.80"
2022-11-08,"3,828.10"
2022-11-09,"3,748.60"
2022-11-10,"3,956.40"
2022-11-11,"3,992.90"
2022-11-14,"3,957.20"
2022-11-15,"3,991.70"
2022-11-16,"3,958.80"
2022-11-17,"3,946.60"
2022-11-18,"3,965.30"
2022-11-21,"3,949.90"
2022-11-22,"4,003.60"
2022-11-23,"4,027.30"
2022-11-24,
2022-11-25,"4,026.10"
2022-11-28,"3,963.90"
2022-11-29,"3,957.60"
2022-11-30,"4,080.10"
2022-12-01,"4,076.60"
2022-12-02,"4,071.70"
2022-12-05,"3,998.80"
2022-12-06,"3,941.30"
2022-12-07,"3,933.90"
2022-12-08,"3,963.50"
2022-12-09,"3,934.40"
2022-12-12,"3,990.60"
2022-12-13,"4,019.70"
2022-12-14,"3,995.30"
2022-12-15,"3,895.80"
2022-12-16,"3,852.40"
2022-12-19,"3,817.70"
2022-12-20,"3,821.60"
2022-12-21,"3,878.40"
2022-12-22,"3,822.40"
2022-12-23,"3,844.80"
2022-12-26,
2022-12-27,"3,829.20"
2022-12-28,"3,783.20"
2022-12-29,"3,849.30"
2022-12-30,"3,839.50"
2023-01-02,
2023-01-03,"3,824.10"
2023-01-04,"3,853.00"
2023-01-05,"3,808.10"
2023-01-06,"3,895.10"
2023-01-09,"3,892.10"
2023-01-10,"3,919.20"
2023-01-11,"3,969.60"
2023-01-12,"3,983.20"
2023-01-13,"3,999.10"
2023-01-15,
2023-01-16,
2023-01-17,"3,991.00"
2023-01-18,"3,928.90"
2023-01-19,"3,898.80"
2023-01-20,"3,972.60"
2023-01-23,"4,019.80"
2023-01-24,"4,016.90"
2023-01-25,"4,016.20"
2023-01-26,"4,060.40"
2023-01-27,"4,070.60"
2023-01-30,"4,017.80"
2023-01-31,"4,076.60"
2023-02-01,"4,119.20"
2023-02-02,"4,179.80"
2023-02-03,"4,136.50"
2023-02-06,"4,111.10"
2023-02-07,"4,164.00"
2023-02-08,"4,117.90"
2023-02-09,"4,081.50"
2023-02-10,"4,090.50"
2023-02-13,"4,137.30"
2023-02-14,"4,136.10"
2023-02-15,"4,147.60"
2023-02-16,"4,090.40"
2023-02-17,"4,079.10"
2023-02-19,
2023-02-20,
2023-02-21,"3,997.30"
2023-02-22,"3,991.10"
2023-02-23,"4,012.30"
2023-02-24,"3,970.00"
2023-02-27,"3,982.20"
2023-02-28,"3,970.20"
2023-03-01,"3,951.40"
2023-03-02,"3,981.30"
2023-03-03,"4,045.60"
2023-03-06,"4,048.40"
2023-03-07,"3,986.40"
2023-03-08,"3,992.00"
2023-03-09,"3,918.30"
2023-03-10,"3,861.60"
2023-03-13,"3,855.80"
2023-03-14,"3,919.30"
2023-03-15,"3,891.90"
2023-03-16,"3,960.30"
2023-03-17,"3,916.60"
2023-03-20,"3,951.60"
2023-03-21,"4,002.90"
2023-03-22,"3,937.00"
2023-03-23,"3,948.70"
2023-03-24,"3,971.00"
2023-03-27,"3,977.50"
2023-03-28,"3,971.30"
2023-03-29,"4,027.80"
2023-03-30,"4,050.80"
2023-03-31,"4,109.30"
2023-04-03,"4,124.50"
2023-04-04,"4,100.60"
2023-04-05,"4,090.40"
2023-04-06,"4,105.00"
2023-04-10,"4,109.10"
2023-04-11,"4,108.90"
2023-04-12,"4,091.90"
2023-04-13,"4,146.20"
2023-04-14,"4,137.60"
2023-04-17,"4,151.30"
2023-04-18,"4,154.90"
2023-04-19,"4,154.50"
2023-04-20,"4,129.80"
2023-04-21,"4,133.50"
2023-04-24,"4,137.00"
2023-04-25,"4,071.60"
2023-04-26,"4,056.00"
2023-04-27,"4,135.40"
2023-04-28,"4,169.50"
2023-05-01,"4,167.90"
2023-05-02,"4,119.60"
2023-05-03,"4,090.80"
2023-05-04,"4,061.20"
2023-05-05,"4,136.20"
2023-05-08,"4,138.10"
2023-05-09,"4,119.20"
2023-05-10,"4,137.60"
2023-05-11,"4,130.60"
2023-05-12,"4,124.10"
2023-05-15,"4,136.30"
2023-05-16,"4,109.90"
2023-05-17,"4,158.80"
2023-05-18,"4,198.10"
2023-05-19,"4,192.00"
2023-05-22,"4,192.60"
2023-05-23,"4,145.60"
2023-05-24,"4,115.20"
2023-05-25,"4,151.30"
2023-05-26,"4,205.40"
2023-05-28,
2023-05-29,
2023-05-30,"4,205.50"
2023-05-31,"4,179.80"
2023-06-01,"4,221.00"
2023-06-02,"4,282.40"
2023-06-05,"4,273.80"
2023-06-06,"4,283.90"
2023-06-07,"4,267.50"
2023-06-08,"4,293.90"
2023-06-09,"4,298.90"
2023-06-12,"4,338.90"
2023-06-13,"4,369.00"
2023-06-14,"4,372.60"
2023-06-15,"4,425.80"
2023-06-16,"4,409.60"
2023-06-18,
2023-06-19,
2023-06-20,"4,388.70"
2023-06-21,"4,365.70"
2023-06-22,"4,381.90"
2023-06-23,"4,348.30"
2023-06-26,"4,328.80"
2023-06-27,"4,378.40"
2023-06-28,"4,376.90"
2023-06-29,"4,396.40"
2023-06-30,"4,450.40"
2023-07-03,"4,455.60"
2023-07-04,
2023-07-05,"4,446.80"
2023-07-06,"4,411.60"
2023-07-07,"4,398.90"
2023-07-10,"4,409.50"
2023-07-11,"4,439.30"
2023-07-12,"4,472.20"
2023-07-13,"4,510.00"
2023-07-14,"4,505.40"
2023-07-17,"4,522.80"
2023-07-18,"4,555.00"
2023-07-19,"4,565.70"
2023-07-20,"4,534.90"
2023-07-21,"4,536.30"
2023-07-24,"4,554.60"
2023-07-25,"4,567.50"
2023-07-26,"4,566.80"
2023-07-27,"4,537.40"
2023-07-28,"4,582.20"
2023-07-31,"4,589.00"
2023-08-01,"4,576.70"
2023-08-02,"4,513.40"
2023-08-03,"4,501.90"
2023-08-04,"4,478.00"
2023-08-07,"4,518.40"
2023-08-08,"4,499.40"
2023-08-09,"4,467.70"
2023-08-10,"4,468.80"
2023-08-11,"4,464.10"
2023-08-14,"4,489.70"
2023-08-15,"4,437.90"
2023-08-16,"4,404.30"
2023-08-17,"4,370.40"
2023-08-18,"4,369.70"
2023-08-21,"4,399.80"
2023-08-22,"4,387.60"
2023-08-23,"4,436.00"
2023-08-24,"4,376.30"
2023-08-25,"4,405.70"
2023-08-28,"4,433.30"
2023-08-29,"4,497.60"
2023-08-30,"4,514.90"
2023-08-31,"4,507.70"
2023-09-01,"4,515.80"
2023-09-03,
2023-09-04,
2023-09-05,"4,496.80"
2023-09-06,"4,465.50"
2023-09-07,"4,451.10"
2023-09-08,"4,457.50"
2023-09-11,"4,487.50"
2023-09-12,"4,461.90"
2023-09-13,"4,467.40"
2023-09-14,"4,505.10"
2023-09-15,"4,450.30"
2023-09-18,"4,453.50"
2023-09-19,"4,443.90"
2023-09-20,"4,402.20"
2023-09-21,"4,330.00"
2023-09-22,"4,320.10"
2023-09-25,"4,337.40"
2023-09-26,"4,273.50"
2023-09-27,"4,274.50"
2023-09-28,"4,299.70"
2023-09-29,"4,288.10"
2023-10-02,"4,288.40"
2023-10-03,"4,229.40"
2023-10-04,"4,263.80"
2023-10-05,"4,258.20"
2023-10-06,"4,308.50"
2023-10-09,"4,335.70"
2023-10-10,"4,358.20"
2023-10-11,"4,376.90"
2023-10-12,"4,349.60"
2023-10-13,"4,327.80"
2023-10-16,"4,373.60"
2023-10-17,"4,373.20"
2023-10-18,"4,314.60"
2023-10-19,"4,278.00"
2023-10-20,"4,224.20"
2023-10-23,"4,217.00"
2023-10-24,"4,247.70"
2023-10-25,"4,186.80"
2023-10-26,"4,137.20"
2023-10-27,"4,117.40"
2023-10-30,"4,166.80"
2023-10-31,"4,193.80"
2023-11-01,"4,237.90"
2023-11-02,"4,317.80"
2023-11-03,"4,358.30"
2023-11-06,"4,366.00"
2023-11-07,"4,378.40"
2023-11-08,"4,382.80"
2023-11-09,"4,347.40"
2023-11-10,"4,415.20"
2023-11-13,"4,411.60"
2023-11-14,"4,495.70"
2023-11-15,"4,502.90"
2023-11-16,"4,508.20"
2023-11-17,"4,514.00"
2023-11-20,"4,547.40"
2023-11-21,"4,538.20"
2023-11-22,"4,556.60"
2023-11-23,
2023-11-24,"4,559.30"
2023-11-27,"4,550.40"
2023-11-28,"4,554.90"
2023-11-29,"4,550.60"
2023-11-30,"4,567.80"
2023-12-01,"4,594.60"
2023-12-04,"4,569.80"
2023-12-05,"4,567.20"
2023-12-06,"4,549.30"
2023-12-07,"4,585.60"
2023-12-08,"4,604.40"
2023-12-11,"4,622.40"
2023-12-12,"4,643.70"
2023-12-13,"4,707.10"
2023-12-14,"4,719.60"
2023-12-15,"4,719.20"
2023-12-18,"4,740.60"
2023-12-19,"4,768.40"
2023-12-20,"4,698.40"
2023-12-21,"4,746.80"
2023-12-22,"4,754.60"
2023-12-25,
2023-12-26,"4,774.80"
2023-12-27,"4,781.60"
2023-12-28,"4,783.40"
2023-12-29,"4,769.80"
2024-01-01,
2024-01-02,"4,742.80"
2024-01-03,"4,704.80"
2024-01-04,"4,688.70"
2024-01-05,"4,697.20"
2024-01-08,"4,763.50"
2024-01-09,"4,756.50"
2024-01-10,"4,783.40"
2024-01-11,"4,780.20"
2024-01-12,"4,783.80"
2024-01-15,
2024-01-16,"4,766.00"
2024-01-17,"4,739.20"
2024-01-18,"4,780.90"
2024-01-19,"4,839.80"
2024-01-22,"4,850.40"
2024-01-23,"4,864.60"
2024-01-24,"4,868.60"
2024-01-25,"4,894.20"
2024-01-26,"4,891.00"
2024-01-29,"4,927.90"
2024-01-30,"4,925.00"
2024-01-31,"4,845.60"
2024-02-01,"4,906.20"
2024-02-02,"4,958.60"
2024-02-05,"4,942.80"
2024-02-06,"4,954.20"
2024-02-07,"4,995.10"
2024-02-08,"4,997.90"
2024-02-09,"5,026.60"
2024-02-12,"5,021.80"
2024-02-13,"4,953.20"
2024-02-15,"5,029.70"
2024-02-16,"5,005.60"
2024-02-19,
2024-02-20,"4,975.50"
2024-02-21,"4,981.80"
2024-02-22,"5,087.00"
2024-02-23,"5,088.80"
2024-02-26,"5,069.50"
2024-02-27,"5,078.20"
2024-02-28,"5,069.80"
2024-02-29,"5,096.30"
2024-03-01,"5,137.10"
2024-03-04,"5,130.90"
2024-03-05,"5,078.60"
2024-03-06,"5,104.80"
2024-03-07,"5,157.40"
2024-03-08,"5,123.70"
2024-03-11,"5,117.90"
2024-03-12,"5,175.30"
2024-03-13,"5,165.30"
2024-03-14,"5,150.50"
2024-03-15,"5,117.10"
2024-03-18,"5,149.40"
2024-03-19,"5,178.50"
2024-03-20,"5,224.60"
2024-03-21,"5,241.50"
2024-03-22,"5,234.20"
2024-03-25,"5,218.20"
2024-03-26,"5,203.60"
2024-03-27,"5,248.50"
2024-03-28,"5,254.40"
2024-03-29,
2024-04-01,"5,243.80"
2024-04-02,"5,205.80"
2024-04-03,"5,211.50"
2024-04-04,"5,147.20"
2024-04-05,"5,204.30"
2024-04-08,"5,202.40"
2024-04-09,"5,209.90"
2024-04-10,"5,160.60"
2024-04-11,"5,199.10"
2024-04-12,"5,123.40"
2024-04-15,"5,061.82"
2024-04-16,"5,051.41"
2024-04-17,"5,022.21"
2024-04-18,"5,011.12"
2024-04-19,"4,967.23"
2024-04-22,"5,010.60"
2024-04-23,"5,070.55"
2024-04-24,"5,071.63"
2024-04-25,"5,048.42"
2024-04-26,"5,099.96"
